Submission Date,Your Name,The Name of Your Organization,Your Job Title,Please select the option/s that apply to you,z_code_relation_type,z_code_raw,z_code_label,z_code,Count Specializations,Count Interferences,NORMALIZED COUNT SPECIALTIES,NORMALIZED COUNT INTERFERENCES,Z_Group
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,4,12,0.2,0.7,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,4,11,0.2,0.6,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,4,5,0.2,0.3,62
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,4,11,0.2,0.6,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Absence of family member (Z63.3),Absence of family member,Z63.3,5,8,0.3,0.4,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,3,9,0.2,0.5,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Discord with counselors (Z64.4),Discord with counselors,Z64.4,2,6,0.1,0.3,64
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
11/1/2025,Mary K High,Pierce County Department of Assigned Counsel,Chief Deputy,public defender,interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,1,12,0.1,0.7,55
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Schooling unavailable and unattainable (Z55.1),Schooling unavailable and unattainable,Z55.1,1,7,0.1,0.4,55
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,2,11,0.1,0.6,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,4,8,0.2,0.4,62
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,4,11,0.2,0.6,62
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,4,12,0.2,0.7,62
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,4,11,0.2,0.6,62
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,4,11,0.2,0.6,63
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Absence of family member (Z63.3),Absence of family member,Z63.3,5,8,0.3,0.4,63
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,3,9,0.2,0.5,63
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
10/31/2025,Jennifer Freeman,Pierce County Department of Assigned Counsel,Attorney,Attorney,interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,2,9,0.1,0.5,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,4,10,0.2,0.6,75
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,4,11,0.2,0.6,63
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,8,17,0.4,0.9,63
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,14,14,0.8,0.8,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,18,19,1.0,1.1,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,12,17,0.7,0.9,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,16,19,0.9,1.1,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,7,13,0.4,0.7,65
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,4,19,0.2,1.1,56
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Threat of job loss (Z56.2),Threat of job loss,Z56.2,2,9,0.1,0.5,56
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Homelessness (Z59.0),Homelessness,Z59.0,9,19,0.5,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,8,20,0.4,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,"Discord with neighbors, lodgers and landlord (Z59.2)","Discord with neighbors, lodgers and landlord",Z59.2,2,9,0.1,0.5,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,2,11,0.1,0.6,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,7,18,0.4,1.0,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Low income (Z59.6),Low income,Z59.6,10,20,0.6,1.1,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,7,15,0.4,0.8,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,8,12,0.4,0.7,59
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,3,12,0.2,0.7,75
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,4,10,0.2,0.6,75
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,2,9,0.1,0.5,60
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Child in welfare custody (Z62.21),Child in welfare custody,Z62.21,3,6,0.2,0.3,62
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,2,3,0.1,0.2,62
10/31/2025,Jonathan Buckles,Pierce County Department of Assigned Counsel,County Attorney 1,attorney,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,4,11,0.2,0.6,62
